"","x"
"1",0.858915746212006
"2",0.741219937801361
"3",0.867236256599426
"4",0.819117665290833
"5",0.725892782211304
"6",0.475591033697128
"7",0.803808867931366
"8",0.718290090560913
"9",0.667295336723328
"10",0.782852590084076
"11",0.70950186252594
"12",0.908818781375885
"13",0.829738855361938
"14",0.75201290845871
"15",0.730667650699615
"16",0.767441868782043
"17",0.806830704212189
"18",0.723000824451447
"19",0.879286229610443
"20",0.654029130935669
"21",0.814855456352234
"22",0.483647167682648
"23",0.833967506885529
"24",0.692464411258698
"25",0.783977091312408
"26",0.839895844459534
"27",0.779149234294891
"28",0.861980020999908
"29",0.79288786649704
"30",0.837623775005341
"31",0.763470768928528
"32",0.844530403614044
"33",0.784021079540253
"34",0.759330332279205
"35",0.815486490726471
"36",0.788646280765533
"37",0.814860939979553
"38",0.748667180538177
"39",0.804583847522736
"40",0.77977043390274
"41",0.82096928358078
"42",0.800535500049591
"43",0.883527457714081
"44",0.762829422950745
"45",0.517938196659088
"46",0.701915502548218
"47",0.766400873661041
"48",0.83946830034256
"49",0.797683417797089
"50",0.790082633495331
"51",0.817710518836975
"52",0.804900586605072
"53",0.828645706176758
"54",0.809215843677521
"55",0.694483757019043
"56",0.534553289413452
"57",0.814694166183472
"58",0.76544064283371
"59",0.581953167915344
"60",0.760424554347992
"61",0.79272335767746
"62",0.808752000331879
"63",0.781243801116943
"64",0.896656513214111
"65",0.770906507968903
"66",0.644859790802002
"67",0.84574019908905
"68",0.757553398609161
"69",0.879040658473969
"70",0.813211858272552
"71",0.741643607616425
"72",0.773273289203644
"73",0.739063084125519
"74",0.766990303993225
"75",0.807111382484436
"76",0.844366788864136
"77",0.789090931415558
"78",0.820682942867279
"79",0.830302059650421
"80",0.808323919773102
"81",0.485639572143555
"82",0.740501046180725
"83",0.838788032531738
"84",0.753915011882782
"85",0.81536191701889
"86",0.763534545898438
"87",0.781175673007965
"88",0.774813771247864
"89",0.810130834579468
"90",0.793164670467377
"91",0.814754068851471
"92",0.799790024757385
"93",0.790697693824768
"94",0.772656917572021
"95",0.835372626781464
"96",0.755335748195648
"97",0.757225453853607
"98",0.899533212184906
"99",0.714053094387054
"100",0.819034218788147
"101",0.853058099746704
"102",0.625111043453217
"103",0.873574078083038
"104",0.831489324569702
"105",0.740038692951202
"106",0.777222394943237
"107",0.809716701507568
"108",0.791156589984894
"109",0.83557391166687
"110",0.826435625553131
"111",0.816849827766418
"112",0.780994832515717
"113",0.839999973773956
"114",0.823296725749969
"115",0.818053126335144
"116",0.808206975460052
"117",0.738494217395782
"118",0.490387976169586
"119",0.779981076717377
"120",0.819512188434601
"121",0.735746622085571
"122",0.763862311840057
"123",0.783258616924286
"124",0.850704193115234
"125",0.822678685188293
"126",0.811846673488617
"127",0.818670392036438
"128",0.69696968793869
"129",0.750236511230469
"130",0.784926176071167
"131",0.80868136882782
"132",0.783141016960144
"133",0.771471440792084
"134",0.500582039356232
"135",0.76202529668808
"136",0.830629467964172
"137",0.57967734336853
"138",0.797629535198212
"139",0.594239711761475
"140",0.688283443450928
"141",0.756694734096527
"142",0.817934811115265
"143",0.78362762928009
"144",0.847101330757141
"145",0.852300882339478
"146",0.726495742797852
"147",0.788638532161713
"148",0.720527291297913
"149",0.702605187892914
"150",0.778220474720001
"151",0.799910962581635
"152",0.788235306739807
"153",0.742732584476471
"154",0.777597427368164
"155",0.73415344953537
"156",0.812907874584198
"157",0.834002673625946
"158",0.796989560127258
"159",0.857637166976929
"160",0.746816456317902
"161",0.887972414493561
"162",0.798350989818573
"163",0.736747622489929
"164",0.756500661373138
"165",0.772756636142731
"166",0.798572540283203
"167",0.809112727642059
"168",0.835402309894562
"169",0.516701459884644
"170",0.802718460559845
"171",0.628307700157166
"172",0.816869616508484
"173",0.792031109333038
"174",0.912022113800049
"175",0.864311754703522
"176",0.799723446369171
"177",0.834515452384949
"178",0.736665427684784
"179",0.825255513191223
"180",0.750594317913055
"181",0.82195657491684
"182",0.423218458890915
"183",0.728582262992859
"184",0.834868907928467
"185",0.593704402446747
"186",0.708914637565613
"187",0.749996066093445
"188",0.575493633747101
"189",0.845841765403748
"190",0.720472455024719
"191",0.799057722091675
"192",0.763992846012115
"193",0.826918661594391
"194",0.782502055168152
"195",0.799090087413788
"196",0.82714581489563
"197",0.810709834098816
"198",0.819481015205383
"199",0.785791575908661
"200",0.814330518245697
"201",0.767511427402496
"202",0.775330424308777
"203",0.787889897823334
"204",0.803367793560028
"205",0.81775426864624
"206",0.65058034658432
"207",0.726141095161438
"208",0.653846144676208
"209",0.753019094467163
"210",0.764978647232056
"211",0.707430362701416
"212",0.662398159503937
"213",0.567609429359436
"214",0.739008784294128
"215",0.729012131690979
"216",0.595409512519836
"217",0.843361973762512
"218",0.882953405380249
"219",0.833425343036652
"220",0.830201804637909
"221",0.783475756645203
"222",0.858978033065796
"223",0.734717845916748
"224",0.76603776216507
"225",0.666666686534882
"226",0.880530953407288
"227",0.721680819988251
"228",0.712104678153992
"229",0.765119552612305
"230",0.805141150951385
"231",0.577464759349823
"232",0.790386080741882
"233",0.749606311321259
"234",0.812856912612915
"235",0.821144342422485
"236",0.734520196914673
"237",0.300831854343414
"238",0.567393600940704
"239",0.762681245803833
"240",0.821208298206329
"241",0.793254494667053
"242",0.715919613838196
"243",0.815799355506897
"244",0.790779888629913
"245",0.780541360378265
"246",0.75153374671936
"247",0.618895947933197
"248",0.785167932510376
"249",0.789701282978058
"250",0.725544691085815
"251",0.77672004699707
"252",0.832450926303864
"253",0.82573527097702
"254",0.825965881347656
"255",0.902213633060455
"256",0.792611956596375
"257",0.652736902236938
"258",0.834656059741974
"259",0.820672452449799
"260",0.826082468032837
"261",0.724194884300232
"262",0.830196559429169
"263",0.830498695373535
"264",0.732758700847626
"265",0.764573156833649
"266",0.848553776741028
"267",0.797315418720245
"268",0.84247362613678
"269",0.814756691455841
"270",0.69817578792572
"271",0.837781608104706
"272",0.819171190261841
"273",0.707530677318573
"274",0.77345609664917
"275",0.822051405906677
"276",0.660455703735352
"277",0.82403963804245
"278",0.754868268966675
"279",0.754671394824982
"280",0.776164054870605
"281",0.835556924343109
"282",0.774585664272308
"283",0.827376961708069
"284",0.806785821914673
"285",0.757615029811859
"286",0.774394929409027
"287",0.80482417345047
"288",0.787065386772156
"289",0.818269670009613
"290",0.784519612789154
"291",0.817429780960083
"292",0.809523820877075
"293",0.794107437133789
"294",0.841130256652832
"295",0.615082502365112
"296",0.812005877494812
"297",0.742588043212891
"298",0.804360270500183
"299",0.704832375049591
"300",0.808969557285309
"301",0.805698573589325
"302",0.818253636360168
"303",0.453266143798828
"304",0.732262194156647
"305",0.841831922531128
"306",0.786506175994873
"307",0.737214326858521
"308",0.855912268161774
"309",0.835874140262604
"310",0.821134328842163
"311",0.724238038063049
"312",0.773501634597778
"313",0.770777463912964
"314",0.841525018215179
"315",0.691116869449615
"316",0.595437288284302
"317",0.826435267925262
"318",0.856127679347992
"319",0.51256138086319
"320",0.821425974369049
"321",0.783803045749664
"322",0.577770471572876
"323",0.723660230636597
"324",0.795679569244385
"325",0.793129086494446
"326",0.743061065673828
"327",0.806451618671417
"328",0.549508690834045
"329",0.759824097156525
"330",0.705147504806519
"331",0.392486572265625
"332",0.797426342964172
"333",0.701895475387573
"334",0.773187518119812
"335",0.759752810001373
"336",0.676738381385803
"337",0.599048137664795
"338",0.762621223926544
"339",0.671198964118958
"340",0.614478826522827
"341",0.734904289245605
"342",0.739766061306
"343",0.893860936164856
"344",0.796736836433411
"345",0.881750583648682
"346",0.681138813495636
"347",0.869745016098022
"348",0.827939987182617
"349",0.77916818857193
"350",0.809420824050903
"351",0.808774471282959
"352",0.627899289131165
"353",0.767499983310699
"354",0.738122820854187
"355",0.745985388755798
"356",0.84237676858902
"357",0.714041113853455
"358",0.753287851810455
"359",0.80530971288681
"360",0.666039884090424
"361",0.803105175495148
"362",0.841850817203522
"363",0.828600466251373
"364",0.900212824344635
"365",0.80177116394043
"366",0.81195080280304
"367",0.800093829631805
"368",0.863139748573303
"369",0.76823490858078
"370",0.423838108778
"371",0.895830571651459
"372",0.680336892604828
"373",0.803345561027527
"374",0.699650764465332
"375",0.461613565683365
"376",0.707112967967987
"377",0.773715794086456
"378",0.820247948169708
"379",0.553945600986481
"380",0.760902225971222
"381",0.852637350559235
"382",0.847008049488068
"383",0.88751482963562
"384",0.85014408826828
"385",0.78688907623291
"386",0.643751978874207
"387",0.789009392261505
"388",0.803326964378357
"389",0.665647149085999
"390",0.857104063034058
"391",0.802218079566956
"392",0.795439600944519
"393",0.755151510238647
"394",0.804171800613403
"395",0.821476519107819
"396",0.520934760570526
"397",0.891665101051331
"398",0.835497856140137
"399",0.830580055713654
"400",0.716993927955627
"401",0.861366927623749
"402",0.892312586307526
"403",0.799163162708282
"404",0.849100232124329
"405",0.751923501491547
"406",0.711851835250854
"407",0.612009227275848
"408",0.755813956260681
"409",0.804573833942413
"410",0.792644679546356
"411",0.806370496749878
"412",0.790533602237701
"413",0.806688129901886
"414",0.786425352096558
"415",0.828341841697693
"416",0.824071943759918
"417",0.803747594356537
"418",0.805022776126862
"419",0.83598929643631
"420",0.808489620685577
"421",0.579931437969208
"422",0.844090461730957
"423",0.694134056568146
"424",0.741456568241119
"425",0.814830303192139
"426",0.743498980998993
"427",0.814231693744659
"428",0.766410887241364
"429",0.790454030036926
"430",0.823156476020813
"431",0.777434885501862
"432",0.796416938304901
"433",0.364675164222717
"434",0.746274054050446
"435",0.636459171772003
"436",0.869079291820526
"437",0.831985950469971
"438",0.735002160072327
"439",0.80931943655014
"440",0.747252762317657
"441",0.922068297863007
"442",0.775815188884735
"443",0.773922502994537
"444",0.715195894241333
"445",0.764184415340424
"446",0.699644148349762
"447",0.716270983219147
"448",0.71629524230957
"449",0.704510092735291
"450",0.790228247642517
"451",0.793873965740204
"452",0.826239049434662
"453",0.753245115280151
"454",0.856153070926666
"455",0.847286343574524
"456",0.875072836875916
"457",0.896678984165192
"458",0.816090404987335
"459",0.806188941001892
"460",0.857193291187286
"461",0.794463396072388
"462",0.74319064617157
"463",0.676322877407074
"464",0.801597714424133
"465",0.552851736545563
"466",0.779141128063202
"467",0.761127591133118
"468",0.803546845912933
"469",0.869822800159454
"470",0.778626918792725
"471",0.738782048225403
"472",0.729407370090485
"473",0.835617244243622
"474",0.709385335445404
"475",0.731574892997742
"476",0.899940669536591
"477",0.683934450149536
"478",0.69111967086792
"479",0.746758460998535
"480",0.760067105293274
"481",0.836454451084137
"482",0.828346073627472
"483",0.697633564472198
"484",0.817270874977112
"485",0.735099315643311
"486",0.737448871135712
"487",0.721966326236725
"488",0.765248239040375
"489",0.722870647907257
"490",0.904932022094727
"491",0.523752272129059
"492",0.768872976303101
"493",0.843741714954376
"494",0.788769066333771
"495",0.512101888656616
"496",0.805349171161652
"497",0.612357914447784
"498",0.730202972888947
"499",0.783701300621033
"500",0.848670780658722
"501",0.725464165210724
"502",0.623555302619934
"503",0.779928982257843
"504",0.804584741592407
"505",0.802505552768707
"506",0.70691192150116
"507",0.82153844833374
"508",0.826621413230896
"509",0.850323021411896
"510",0.73470675945282
"511",0.810344815254211
"512",0.670434832572937
"513",0.662418723106384
"514",0.821759939193726
"515",0.553054690361023
"516",0.816790878772736
"517",0.624598443508148
"518",0.726948976516724
"519",0.780080378055573
"520",0.810493409633636
"521",0.780762553215027
"522",0.750450253486633
"523",0.81426864862442
"524",0.789811193943024
"525",0.844262063503265
"526",0.686006844043732
"527",0.886041581630707
"528",0.702243387699127
"529",0.80233895778656
"530",0.610047996044159
"531",0.802995681762695
"532",0.744378685951233
"533",0.679186224937439
"534",0.681780695915222
"535",0.757605373859406
"536",0.834044218063354
"537",0.780298173427582
"538",0.64453387260437
"539",0.682259142398834
"540",0.865752279758453
"541",0.747670233249664
"542",0.843484163284302
"543",0.582650899887085
"544",0.75967413187027
"545",0.713267147541046
"546",0.794674336910248
"547",0.708501994609833
"548",0.795145273208618
"549",0.730819046497345
"550",0.759734869003296
"551",0.774103283882141
"552",0.71999603509903
"553",0.677569389343262
"554",0.780136466026306
